🆕,D,S,NAME,PARENT TYPE,TYPE,BRAND,ORIGIN,ABV,DNGR ,SHWN ,FINAL,DONGER COMMENTS,SHAWOOBOO COMMENTS
,,,Locust Pineapple Coconut Imperial,HYBRID / SPECIALTY BEERS,Cider,LOCUST CIDER,"Woodinville, WA",8.3%,5.5,3.4,4.5,Not a pina colada man but this was half decent. You can taste the alcohol though. ,"ew, weirdly bitter, maybe great if you wanna chug something that's 8%"
,,,"The Kimmie, The Yink and the Holy Gose",HYBRID / SPECIALTY BEERS,Gose,ANDERSON VALLEY BREWING COMPANY,"Boonville, CA",4.2%,5.0,3.9,4.5,Best mouthfeel of the bunch. Easily the most refined but it's all the same flavors.,smooth. still not too different in flavor compared to the rose gose. just pure mouthfeel
,,,Ace Pineapple Cider,HYBRID / SPECIALTY BEERS,Cider,CALIFORNIA CIDER COMPANY,"Sebastopol, CA",5.0%,4.4,,,Pineapple Martinelli's. With booze.,
,,,Incline Prickly Pear Cider,HYBRID / SPECIALTY BEERS,Cider,INCLINE CIDER COMPANY,"Tacoma, WA",6.9%,4.0,4.7,4.4,Sourer abd boozier than Locust. Tastes mostly like apples with some sour berry added to it. ,ever so slightly too sour
,,,Anderson Valley Tropical Hazy Sour Ale,HYBRID / SPECIALTY BEERS,Wild Ale,ANDERSON VALLEY BREWING COMPANY,"Boonville, CA",4.2%,5.0,3.3,4.2,"Not that sour. Really just another gose. Passionfruit and guava were nice, but still weak.","(tap: 2.4, just the sour of a warhead, still signature butter)
can: better in can, way less offensively sour"
,,,Łomza Miodowe,HYBRID / SPECIALTY BEERS,Braggot,BROWAR ŁOMZA,"Łomza, POLAND",5.7%,4.0,4.1,4.1,Liked this a lot less than expected. Not honey beer. Beer with a lot of honey in it.,"honey fizzy water, like actual fuckin honey, taste, texture and all"
,,,Anderson Valley Blood Orange Gose,HYBRID / SPECIALTY BEERS,Gose,ANDERSON VALLEY BREWING COMPANY,"Boonville, CA",4.2%,4.0,3.9,4.0,Fizzy lemon-lime drink. Not sure I'm getting any blood orange though.,"reminiscent of an airhead, but more watery than the cherry"
,,,Berry Burst Cider,HYBRID / SPECIALTY BEERS,Cider,BJ'S BREWHOUSE,"West Covina, CA",3.0%,4.4,3.5,4.0,"Sweet, like a wine cooler. Can be mixed with Jerrimiah Red.",only good when mixed with red
,,,Locust Blueberry Lemongrass Rad'lah,HYBRID / SPECIALTY BEERS,Cider,LOCUST CIDER,"Woodinville, WA",6.0%,4.5,3.5,4.0,Tasted the same as the blackberry. ,"didn't know about the lemongrass until it was too late, definitely not a good note"
,,,Strawberade,HYBRID / SPECIALTY BEERS,Cider,2 TOWNS CIDERHOUSE,"Corvallis, OR",6.5%,4.2,3.8,4.0,Fizzy sangria.,it's aight
,,,Wexford Irish Cream Ale,HYBRID / SPECIALTY BEERS,Cream Ale,GREENE KING**,"Suffolk, ENGLAND",5.0%,4.0,4.0,4.0,"""Light"" vanilla Guinness with the benefit of nitro.","tastes like some random lite beer got nitro'd, tastes of nitro and nothing else"
,,,Incline White Peach Cider,HYBRID / SPECIALTY BEERS,Cider,INCLINE CIDER COMPANY,"Tacoma, WA",6.9%,3.8,4.0,3.9,"Boozier than Locust, and this one has almost zero peach to it. Apples with some peach smell.",locust is better sorry (but not their peach)
,,,Pasteur Passionfruit Wheat ,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,PASTEUR STREET BREWING COMPANY,"Saigon, VIETNAM",4.0%,4.0,3.8,3.9,"Weak passionfruit. Decently fruity, slightly sour, barely sweet wheat ale. ","way more like a sour, wish it was more wheaty"
,,,Peach Cream Ale,HYBRID / SPECIALTY BEERS,Cream Ale,EPIC BREWING COMPANY,"Salt Lake City, UT",5.0%,3.8,4.0,3.9,"Needs more fruit, needs more fizz. Weird hop notes up front. ","needs more of everything: peach, cream, ale"
,,,So Radler: Yuzu,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,THE BRUERY,"Placentia, CA",4.7%,3.5,4.3,3.9,"More like a honey-ish light lager. No yuzu, no fruit, not a radler.","not a radler, more a citrusy light beer"
,,,Samuel Adams Summer Adventure Lager,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,BOSTON BEER COMPANY,"Boston, MA",4.5%,3.6,3.9,3.8,Just barely hoppy and sour.,oddly tangy (which makes sense now cuz it's a fruit beer)
,,,Thribble Mango Sour,HYBRID / SPECIALTY BEERS,Wild Ale,ANDERSON VALLEY BREWING COMPANY,"Boonville, CA",5.8%,,3.8,,,"bourbon aged sour, super interesting but weird as fuck, a sour fruit first and then bourbon and wood kinda takes over, honestly super hard to drink, sipped on this for a while"
,,,Locust Juicy Peach,HYBRID / SPECIALTY BEERS,Cider,LOCUST CIDER,"Woodinville, WA",5.0%,4.7,2.7,3.7,Almond-y drink with a hint of peaches. Almost no fizz to speak off. ,peach as in medicine
,,,Samuel Adams Cherry Wheat,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,BOSTON BEER COMPANY,"Boston, MA",5.3%,3.6,3.7,3.7,"Cherry before and after, just bland in the middle.","cherry coke ""beer"""
,,,Cali Creamin' Vanilla Cream Ale,HYBRID / SPECIALTY BEERS,Cream Ale,MOTHER EARTH BREWING COMPANY,"Vista, CA",5.5%,3.8,3.4,3.6,"Whiff of vanilla soda, then kind of nothing.","a flat cream soda, i don't think cans are the way for this brand"
,,,Original Ritterguts Gose,HYBRID / SPECIALTY BEERS,Gose,BRAUEREI REICHENBRAND,"Chemnitz, GERMANY",4.7%,3.5,3.7,3.6,"The world seed gose, apparently. Sour. Doesn't make my eye twitch. ","not offensively sour, but zero aftertaste"
,,,Whipple Street,HYBRID / SPECIALTY BEERS,Cream Ale,FROGTOWN BREWERY,"Los Angeles, CA",5.1%,3.2,4.0,3.6,"If you squint real hard, you might actually get a whiff of the vanilla. Odd fruity sweetness.",cream soda la croix
,,,Framboise Rose Gose,HYBRID / SPECIALTY BEERS,Gose,ANDERSON VALLEY BREWING COMPANY,"Boonville, CA",4.2%,3.7,3.0,3.4,Their base model gose.,forgot the flavorings i guess
,,,Low Gravitea Cream Ale,HYBRID / SPECIALTY BEERS,Cream Ale,CLOUDBURST BREWING / LOGAN BREWING,"Seattle, WA",4.3%,3.5,3.0,3.3,Modelo with tea leaves. The cream ale part is straight false advertising. ,._.
,,,Purple Haze,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,ABITA BREWING COMPANY,"Covington, LA",4.2%,3.2,3.0,3.1,"Raspberry White Claw, if it were beer.",ever so slight raspberry flavor in a white claw
,,,Rodenbach Grand Cru,HYBRID / SPECIALTY BEERS,Flanders Red Ale,BROUWERIJ RODENBACH,"Roeselare, BELGIUM",6.0%,1.0,3.7,2.4,"I was lied to. It's not beer, it's fizzy plum wine.","minus points for among us beer, taste of plum cider"
,,,Consecration,HYBRID / SPECIALTY BEERS,Wild Ale,RUSSIAN RIVER BREWING COMPANY,"Santa Rosa, CA",10.0%,2.0,2.4,2.2,"I'll tell you what, it doesn't drink like it's 10%. Sips like beer, tastes like wine. Sour and odd.","a sour doing its best wine impression, which means it's fucking gross"
,,,Pumpkin Spice Latte Nitro,HYBRID / SPECIALTY BEERS,Pumpkin Beer,LEFT HAND BREWING COMPANY,"Longmont, CO",7.0%,2.0,1.9,2.2,Nutmeg vegetable nog.,ew
,,,Gowan's Classic Dry,HYBRID / SPECIALTY BEERS,Cider,GOWAN'S HEIRLOOM CIDER,"Philo, CA",7.7%,4.2,,,Somehow the highest ABV. Lightest in flavor and does suck your mouth dry like an apple.,
,,,Gowan's Heirloom,HYBRID / SPECIALTY BEERS,Cider,GOWAN'S HEIRLOOM CIDER,"Philo, CA",5.7%,4.5,,,"About the same dryness, but more apples.",
,,,Gowan's Macintosh,HYBRID / SPECIALTY BEERS,Cider,GOWAN'S HEIRLOOM CIDER,"Philo, CA",6.8%,5.0,,,"Starting to get some wine-y vibes. Smoother and less dry, little more apple taste. ",
,,,Gowan's Gravenstein,HYBRID / SPECIALTY BEERS,Cider,GOWAN'S HEIRLOOM CIDER,"Philo, CA",6.1%,5.2,,,Sweet and smooth like a slightly booze-y Martinelli's. Most apple so far. ,
,,,Gowan's Rosé,HYBRID / SPECIALTY BEERS,Cider,GOWAN'S HEIRLOOM CIDER,"Philo, CA",6.8%,5.4,,,An apple moscato. Smooth and sweet. ,
,,,Gowan's Spiced Apple,HYBRID / SPECIALTY BEERS,Cider,GOWAN'S HEIRLOOM CIDER,"Philo, CA",6.8%,6.0,,,Cozy up by the fire with this stuff warmed in a hot mug. 'Tis the season. ,
🆕,,,Rye on Rye,HYBRID / SPECIALTY BEERS,Rye Beer,BOULEVARD BREWING COMPANY,"Kansas City, MO",13.2%,,,,,
🆕,,,Dunkin' Spiked Pumpkin Spice Iced Latte,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,HARPOON BREWERY,"Boston, MA",6.0%,,,,,
🆕,,,"Bitburger Radler Naturtrüb",HYBRID / SPECIALTY BEERS,Fruit and Field Beer,BITBURGER BRAUEREI,"Bitburg, GERMANY",1.9%,,,,,
🆕,,,Hatch,HYBRID / SPECIALTY BEERS,Chile Beer,MALIBU BREWING COMPANY,"Malibu, CA",4.4%,,,,,
